timestamp,month,hour,T_amb,GHI,DNI,DHI,wind_speed,RH
2014-06-06 00:00:00,6,0,15.66,0.0,-0.0,0.0,1.24,72.55
2014-06-06 01:00:00,6,1,15.02,0.0,-0.0,0.0,1.17,77.75
2014-06-06 02:00:00,6,2,14.93,6.0,0.0,6.0,1.03,77.75
2014-06-06 03:00:00,6,3,16.99,140.0,58.99,122.0,0.76,75.3
2014-06-06 04:00:00,6,4,20.69,365.0,336.66,201.0,0.34,63.8
2014-06-06 05:00:00,6,5,22.97,553.0,478.1,241.0,0.48,46.85
2014-06-06 06:00:00,6,6,24.27,740.0,644.16,231.0,1.1,38.15
2014-06-06 07:00:00,6,7,24.94,868.0,718.65,228.0,1.86,39.7
2014-06-06 08:00:00,6,8,25.5,928.0,722.37,244.0,2.34,39.85
2014-06-06 09:00:00,6,9,26.34,943.0,739.03,237.0,2.55,40.1
2014-06-06 10:00:00,6,10,26.63,886.0,698.16,247.0,2.69,41.55
2014-06-06 11:00:00,6,11,26.36,782.0,655.83,238.0,2.76,43.05
2014-06-06 12:00:00,6,12,26.61,627.0,564.07,230.0,2.83,44.55
2014-06-06 13:00:00,6,13,26.01,310.0,107.9,251.0,2.48,46.0
2014-06-06 14:00:00,6,14,25.73,89.0,0.0,89.0,1.66,46.0
2014-06-06 15:00:00,6,15,25.18,119.0,289.61,66.0,0.21,47.5
2014-06-06 16:00:00,6,16,24.88,0.0,0.0,0.0,0.48,49.05
2014-06-06 17:00:00,6,17,23.59,0.0,-0.0,0.0,0.83,54.1
2014-06-06 18:00:00,6,18,21.87,0.0,-0.0,0.0,1.24,59.7
2014-06-06 19:00:00,6,19,20.24,0.0,-0.0,0.0,1.45,65.95
2014-06-06 20:00:00,6,20,18.74,0.0,-0.0,0.0,1.59,70.55
2014-06-06 21:00:00,6,21,17.22,0.0,-0.0,0.0,1.59,78.1
2014-06-06 22:00:00,6,22,16.35,0.0,-0.0,0.0,1.38,83.6
2014-06-06 23:00:00,6,23,15.96,0.0,-0.0,0.0,1.24,86.5
2014-06-07 00:00:00,6,0,15.42,0.0,-0.0,0.0,1.24,86.5
2014-06-07 01:00:00,6,1,14.41,0.0,-0.0,0.0,1.31,89.5
2014-06-07 02:00:00,6,2,14.3,6.0,0.0,6.0,1.31,89.5
2014-06-07 03:00:00,6,3,16.14,131.0,39.27,119.0,1.03,83.6
2014-06-07 04:00:00,6,4,20.25,367.0,332.33,205.0,0.69,68.3
2014-06-07 05:00:00,6,5,22.62,562.0,490.16,242.0,0.21,55.9
2014-06-07 06:00:00,6,6,24.26,730.0,597.14,258.0,0.55,48.95
2014-06-07 07:00:00,6,7,25.67,860.0,675.75,258.0,1.1,38.55
2014-06-07 08:00:00,6,8,26.72,941.0,735.79,244.0,1.31,36.2
2014-06-07 09:00:00,6,9,27.61,956.0,752.21,237.0,1.66,36.3
2014-06-07 10:00:00,6,10,28.11,904.0,725.99,239.0,1.93,36.45
2014-06-07 11:00:00,6,11,28.48,799.0,682.81,232.0,2.21,35.3
2014-06-07 12:00:00,6,12,28.61,644.0,598.65,222.0,2.28,36.6
2014-06-07 13:00:00,6,13,28.44,472.0,521.8,186.0,2.28,37.9
2014-06-07 14:00:00,6,14,27.91,264.0,302.18,152.0,2.34,40.5
2014-06-07 15:00:00,6,15,26.95,91.0,102.91,72.0,1.86,44.7
2014-06-07 16:00:00,6,16,25.37,0.0,0.0,0.0,1.31,52.75
2014-06-07 17:00:00,6,17,25.52,0.0,-0.0,0.0,0.41,47.5
2014-06-07 18:00:00,6,18,22.13,0.0,-0.0,0.0,1.66,61.95
2014-06-07 19:00:00,6,19,20.61,0.0,-0.0,0.0,1.79,63.8
2014-06-07 20:00:00,6,20,19.04,0.0,-0.0,0.0,1.79,70.55
2014-06-07 21:00:00,6,21,17.58,0.0,-0.0,0.0,1.66,75.45
2014-06-07 22:00:00,6,22,16.57,0.0,-0.0,0.0,1.52,80.8
2014-06-07 23:00:00,6,23,15.94,0.0,-0.0,0.0,1.45,86.5
2014-06-08 00:00:00,6,0,15.68,0.0,-0.0,0.0,1.38,86.5
2014-06-08 01:00:00,6,1,15.68,0.0,-0.0,0.0,1.31,83.55
2014-06-08 02:00:00,6,2,15.75,6.0,0.0,6.0,1.24,83.55
2014-06-08 03:00:00,6,3,17.9,184.0,173.26,131.0,0.97,78.15
2014-06-08 04:00:00,6,4,22.26,414.0,516.7,162.0,0.69,66.35
2014-06-08 05:00:00,6,5,25.0,616.0,682.95,170.0,0.41,52.6
2014-06-08 06:00:00,6,6,26.56,779.0,753.81,183.0,0.21,46.15
2014-06-08 07:00:00,6,7,27.16,894.0,782.15,197.0,0.76,46.25
2014-06-08 08:00:00,6,8,28.27,946.0,757.66,228.0,1.17,42.05
2014-06-08 09:00:00,6,9,29.09,950.0,745.53,237.0,0.97,40.75
2014-06-08 10:00:00,6,10,29.41,903.0,733.09,231.0,1.52,38.15
2014-06-08 11:00:00,6,11,29.75,790.0,662.84,239.0,2.0,36.95
2014-06-08 12:00:00,6,12,30.33,641.0,592.08,223.0,2.55,34.6
2014-06-08 13:00:00,6,13,29.85,474.0,535.17,180.0,2.62,36.95
2014-06-08 14:00:00,6,14,29.24,271.0,335.96,146.0,2.07,38.15
2014-06-08 15:00:00,6,15,28.3,106.0,182.62,72.0,1.31,43.55
2014-06-08 16:00:00,6,16,26.52,0.0,0.0,0.0,1.31,51.2
2014-06-08 17:00:00,6,17,23.99,0.0,-0.0,0.0,1.86,58.1
2014-06-08 18:00:00,6,18,22.19,0.0,-0.0,0.0,2.0,64.1
2014-06-08 19:00:00,6,19,20.81,0.0,-0.0,0.0,1.86,66.05
2014-06-08 20:00:00,6,20,19.5,0.0,-0.0,0.0,1.72,73.15
2014-06-08 21:00:00,6,21,19.03,0.0,-0.0,0.0,1.38,75.65
2014-06-08 22:00:00,6,22,19.31,0.0,-0.0,0.0,1.03,70.65
2014-06-08 23:00:00,6,23,19.2,0.0,-0.0,0.0,0.9,70.65
2014-06-09 00:00:00,6,0,18.89,0.0,-0.0,0.0,0.9,73.05
2014-06-09 01:00:00,6,1,18.79,0.0,-0.0,0.0,0.83,73.05
2014-06-09 02:00:00,6,2,18.93,6.0,0.0,6.0,0.69,73.05
2014-06-09 03:00:00,6,3,20.02,162.0,104.52,130.0,0.34,70.7
2014-06-09 04:00:00,6,4,22.27,389.0,420.17,184.0,0.28,66.35
2014-06-09 05:00:00,6,5,24.24,587.0,590.94,201.0,0.9,60.25
2014-06-09 06:00:00,6,6,25.69,757.0,696.76,206.0,1.17,52.85
2014-06-09 07:00:00,6,7,27.08,878.0,746.05,213.0,1.59,49.55
2014-06-09 08:00:00,6,8,28.15,950.0,779.54,211.0,1.59,48.15
2014-06-09 09:00:00,6,9,29.19,965.0,795.32,204.0,1.66,43.8
2014-06-09 10:00:00,6,10,29.62,928.0,803.43,191.0,1.86,43.8
2014-06-09 11:00:00,6,11,30.04,816.0,749.9,192.0,2.0,43.95
2014-06-09 12:00:00,6,12,30.11,663.0,673.25,187.0,2.41,43.95
2014-06-09 13:00:00,6,13,29.67,493.0,617.53,153.0,2.41,43.8
2014-06-09 14:00:00,6,14,28.96,293.0,441.84,128.0,1.72,45.2
2014-06-09 15:00:00,6,15,28.01,105.0,170.5,73.0,0.55,49.8
2014-06-09 16:00:00,6,16,27.19,0.0,0.0,0.0,0.48,53.2
2014-06-09 17:00:00,6,17,24.59,0.0,-0.0,0.0,1.17,64.5
2014-06-09 18:00:00,6,18,22.16,0.0,-0.0,0.0,1.79,73.55
2014-06-09 19:00:00,6,19,21.7,0.0,-0.0,0.0,1.38,71.0
2014-06-09 20:00:00,6,20,21.13,0.0,-0.0,0.0,1.31,70.9
2014-06-09 21:00:00,6,21,19.58,0.0,-0.0,0.0,1.38,78.35
2014-06-09 22:00:00,6,22,18.96,0.0,-0.0,0.0,1.24,78.3
2014-06-09 23:00:00,6,23,18.87,0.0,-0.0,0.0,1.03,78.3
2014-06-10 00:00:00,6,0,18.83,0.0,-0.0,0.0,0.9,78.3
2014-06-10 01:00:00,6,1,18.49,0.0,-0.0,0.0,0.9,78.25
2014-06-10 02:00:00,6,2,18.37,6.0,0.0,6.0,0.83,78.25
2014-06-10 03:00:00,6,3,20.02,187.0,189.32,129.0,0.41,73.2
2014-06-10 04:00:00,6,4,22.89,414.0,526.63,157.0,0.07,66.45
2014-06-10 05:00:00,6,5,24.98,609.0,670.46,171.0,0.76,56.35
2014-06-10 06:00:00,6,6,26.52,758.0,706.78,199.0,1.31,51.2
2014-06-10 07:00:00,6,7,27.64,885.0,770.58,198.0,2.0,46.4
2014-06-10 08:00:00,6,8,28.78,958.0,800.39,199.0,2.41,42.2
2014-06-10 09:00:00,6,9,29.42,968.0,803.31,199.0,2.48,40.9
2014-06-10 10:00:00,6,10,29.91,920.0,788.72,196.0,2.62,39.65
2014-06-10 11:00:00,6,11,30.3,845.0,821.21,161.0,2.69,38.4
2014-06-10 12:00:00,6,12,30.34,647.0,620.04,208.0,2.62,38.4
2014-06-10 13:00:00,6,13,30.11,487.0,592.66,160.0,2.9,38.3
2014-06-10 14:00:00,6,14,29.28,49.0,0.0,49.0,1.72,39.5
2014-06-10 15:00:00,6,15,28.6,69.0,26.44,64.0,1.38,43.55
2014-06-10 16:00:00,6,16,27.0,0.0,0.0,0.0,1.38,47.9
2014-06-10 17:00:00,6,17,26.23,0.0,-0.0,0.0,0.9,49.45
2014-06-10 18:00:00,6,18,23.29,0.0,-0.0,0.0,1.72,62.15
2014-06-10 19:00:00,6,19,23.03,0.0,-0.0,0.0,1.31,59.95
2014-06-10 20:00:00,6,20,23.02,0.0,-0.0,0.0,1.1,57.9
2014-06-10 21:00:00,6,21,20.94,0.0,-0.0,0.0,1.38,68.4
